HEEL VOLUME,Actual Volume,C4C5LPMON,C4C5LPAPI,C4C5LPARO,C4C5LPBNZ,C4C5LPDI,C4C5LPFBP,C4C5LPIBP,C4C5LPOLE,C4C5LPRON,C4C5LPRVP,C4C5LPSPG,C4C5LPSUL,C4C5LPT10,C4C5LPT50,C4C5LPT90,C4C5LPTVL,HVYFCCMON,HVYFCCAPI,HVYFCCARO,HVYFCCBNZ,HVYFCCDI,HVYFCCFBP,HVYFCCIBP,HVYFCCOLE,HVYFCCRON,HVYFCCRVP,HVYFCCSPG,HVYFCCSUL,HVYFCCT10,HVYFCCT50,HVYFCCT90,HVYFCCTVL,HVYREFMON,HVYREFAPI,HVYREFARO,HVYREFBNZ,HVYREFDI,HVYREFFBP,HVYREFIBP,HVYREFOLE,HVYREFRON,HVYREFRVP,HVYREFSPG,HVYREFSUL,HVYREFT10,HVYREFT50,HVYREFT90,HVYREFTVL,HYDRO2MON,HYDRO2API,HYDRO2ARO,HYDRO2BNZ,HYDRO2DI,HYDRO2FBP,HYDRO2IBP,HYDRO2OLE,HYDRO2RON,HYDRO2RVP,HYDRO2SPG,HYDRO2SUL,HYDRO2T10,HYDRO2T50,HYDRO2T90,HYDRO2TVL,LITFCCMON,LITFCCAPI,LITFCCARO,LITFCCBNZ,LITFCCDI,LITFCCFBP,LITFCCIBP,LITFCCOLE,LITFCCRON,LITFCCRVP,LITFCCSPG,LITFCCSUL,LITFCCT10,LITFCCT50,LITFCCT90,LITFCCTVL,LITISOMON,LITISOAPI,LITISOARO,LITISOBNZ,LITISODI,LITISOFBP,LITISOIBP,LITISOOLE,LITISORON,LITISORVP,LITISOSPG,LITISOSUL,LITISOT10,LITISOT50,LITISOT90,LITISOTVL,LTALKYMON,LTALKYAPI,LTALKYARO,LTALKYBNZ,LTALKYDI,LTALKYFBP,LTALKYIBP,LTALKYOLE,LTALKYRON,LTALKYRVP,LTALKYSPG,LTALKYSUL,LTALKYT10,LTALKYT50,LTALKYT90,LTALKYTVL,NC4LPGMON,NC4LPGAPI,NC4LPGARO,NC4LPGBNZ,NC4LPGDI,NC4LPGFBP,NC4LPGIBP,NC4LPGOLE,NC4LPGRON,NC4LPGRVP,NC4LPGSPG,NC4LPGSUL,NC4LPGT10,NC4LPGT50,NC4LPGT90,NC4LPGTVL,NHTFEDMON,NHTFEDAPI,NHTFEDARO,NHTFEDBNZ,NHTFEDDI,NHTFEDFBP,NHTFEDIBP,NHTFEDOLE,NHTFEDRON,NHTFEDRVP,NHTFEDSPG,NHTFEDSUL,NHTFEDT10,NHTFEDT50,NHTFEDT90,NHTFEDTVL,PENTANMON,PENTANAPI,PENTANARO,PENTANBNZ,PENTANDI,PENTANFBP,PENTANIBP,PENTANOLE,PENTANRON,PENTANRVP,PENTANSPG,PENTANSUL,PENTANT10,PENTANT50,PENTANT90,PENTANTVL,PURLOBMON,PURLOBAPI,PURLOBARO,PURLOBBNZ,PURLOBDI,PURLOBFBP,PURLOBIBP,PURLOBOLE,PURLOBRON,PURLOBRVP,PURLOBSPG,PURLOBSUL,PURLOBT10,PURLOBT50,PURLOBT90,PURLOBTVL,RDU2HRMON,RDU2HRAPI,RDU2HRARO,RDU2HRBNZ,RDU2HRDI,RDU2HRFBP,RDU2HRIBP,RDU2HROLE,RDU2HRRON,RDU2HRRVP,RDU2HRSPG,RDU2HRSUL,RDU2HRT10,RDU2HRT50,RDU2HRT90,RDU2HRTVL,SPECM1MON,SPECM1API,SPECM1ARO,SPECM1BNZ,SPECM1DI,SPECM1FBP,SPECM1IBP,SPECM1OLE,SPECM1RON,SPECM1RVP,SPECM1SPG,SPECM1SUL,SPECM1T10,SPECM1T50,SPECM1T90,SPECM1TVL,SPECM2MON,SPECM2API,SPECM2ARO,SPECM2BNZ,SPECM2DI,SPECM2FBP,SPECM2IBP,SPECM2OLE,SPECM2RON,SPECM2RVP,SPECM2SPG,SPECM2SUL,SPECM2T10,SPECM2T50,SPECM2T90,SPECM2TVL,SPECM3MON,SPECM3API,SPECM3ARO,SPECM3BNZ,SPECM3DI,SPECM3FBP,SPECM3IBP,SPECM3OLE,SPECM3RON,SPECM3RVP,SPECM3SPG,SPECM3SUL,SPECM3T10,SPECM3T50,SPECM3T90,SPECM3TVL,WHALKYMON,WHALKYAPI,WHALKYARO,WHALKYBNZ,WHALKYDI,WHALKYFBP,WHALKYIBP,WHALKYOLE,WHALKYRON,WHALKYRVP,WHALKYSPG,WHALKYSUL,WHALKYT10,WHALKYT50,WHALKYT90,WHALKYTVL,WHOREFMON,WHOREFAPI,WHOREFARO,WHOREFBNZ,WHOREFDI,WHOREFFBP,WHOREFIBP,WHOREFOLE,WHOREFRON,WHOREFRVP,WHOREFSPG,WHOREFSUL,WHOREFT10,WHOREFT50,WHOREFT90,WHOREFTVL,API,RON,MON,RVP,TVL,DI,ARO,OLE,BNZ,SUL
10.828,84.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1756,4.8789,7.9786,0.00973,280.224,60.604,19.599,2.3908,12.6212,0.22796,0.1180527,19.182,45.453,51.708,56.851,32.8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,11.544,1.48,0.0814,236.245,57.35,22.2,0.0925,9.435,0.6808,0.135013,0.07215,33.855,44.215,52.725,32.6895,18.306,14.3284,3.3448,0.17402,235.492,78.422,21.922,8.2716,20.7016,1.78088,0.164076,4.859,29.38,42.036,65.314,31.6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.724,11.544,0.0104,0.0104,17.784,3.432,3.016,0.104,9.932,5.2,0.060684,1.04,3.12,3.224,3.38,-8.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85,7.0122,0.0078,0.0078,30.732,9.75,1.56,0.0078,6.006,1.638,0.0498498,0.234,1.95,6.396,8.58,3.6972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.26,15.408,0,0.0214,249.31,93.304,17.548,0,19.4954,1.94098,0.1487942,1.498,27.82,47.08,66.34,30.1312,5.0848,2.128,4.3792,0.06496,81.704,18.704,10.08,0.1064,5.712,0.07504,0.0467488,0.0056,13.552,15.008,16.352,11.3736,63.5,85.8,81.2,12.34,117,1154,16.8,8.8,0.36,26
6.669,49.915,3.16,3.9,0.004,0.004,16.92,5.6,0.8,0.04,3.2,1,0.024716,5.52,1.24,3.28,5.2,1.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3808,20.9664,0.0576,0,320.832,80.928,25.632,0,26.8992,1.97568,0.1994688,0.576,42.048,63.072,68.544,44.0352,6.6385,7.881,0.0071,0.0071,12.141,2.343,2.059,0.071,6.7805,3.55,0.0414285,0.71,2.13,2.201,2.3075,-5.6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.725,12.8557,0.0143,0.0143,56.342,17.875,2.86,0.0143,11.011,3.003,0.0913913,0.429,3.575,11.726,15.73,6.7782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.32,17.856,0,0.0248,288.92,108.128,20.336,0,22.5928,2.24936,0.1724344,1.736,32.24,54.56,76.88,34.9184,18.7956,7.866,16.1874,0.24012,302.013,69.138,37.26,0.3933,21.114,0.27738,0.1728036,0.0207,50.094,55.476,60.444,42.0417,66.9,92,87.6,12.31,116,1108,16.5,2.6,0.28,11
9.559,82.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2.3712,0.304,0.01672,48.526,11.78,4.56,0.019,1.938,0.13984,0.0277324,0.01482,6.954,9.082,10.83,6.7146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4389,10.8281,0.0834,0.04031,111.756,29.468,12.232,0.0556,10.564,1.56514,0.0939223,0.2224,15.985,20.433,26.41,16.1796,9.618,7.644,0.021,0,116.97,29.505,9.345,0,9.807,0.71715,0.072723,0.21,15.33,22.995,24.99,16.065,10.659,12.654,0.0114,0.0114,19.494,3.762,3.306,0.114,10.887,5.7,0.066519,1.14,3.42,3.534,3.705,-9.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.725,5.6637,0.0063,0.0063,24.822,7.875,1.26,0.0063,4.851,1.323,0.0402633,0.189,1.575,5.166,6.93,2.9862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.752,20.2905,18.8325,0.0162,498.15,136.08,81.405,1.863,34.7085,0.729,0.315576,0.405,87.075,89.505,98.82,76.059,2.38,2.632,0.063,0.0175,30.38,9.8,3.255,0.014,2.45,0.33635,0.023961,0.0665,4.305,5.495,7.42,4.4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,7.272,0,0.0101,117.665,44.036,8.282,0,9.2011,0.92314,0.0702253,0.707,13.13,22.22,31.31,14.1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9,84.4,81,12.28,118,1033,15.6,4.4,0.16,5
19.491,73.555,1.58,1.95,0.002,0.002,8.46,2.8,0.4,0.02,1.6,0.5,0.012358,2.874,0.62,1.64,2.6,0.644,2.5728,1.1232,1.8368,0.00224,64.512,13.952,4.512,0.5504,2.9056,0.05376,0.0271776,4.416,10.464,11.904,13.088,7.5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.728,43.6192,10.1824,0.52976,716.896,238.736,66.736,25.1808,63.0208,5.42832,0.499488,14.792,89.44,127.968,198.832,96.2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,4.44,0.004,0.004,6.84,1.32,1.16,0.04,3.82,2,0.02334,0.4,1.2,1.24,1.3,-3.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375,4.0455,0.0045,0.0045,17.73,5.625,0.9,0.0045,3.465,0.945,0.0287595,0.135,1.125,3.69,4.95,2.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9808,6.688,13.7632,0.20416,256.784,58.784,31.68,0.3344,17.952,0.23408,0.1469248,0.0176,42.592,47.168,51.392,35.7456,60.9,91.2,81.5,9.92,,,24.1,19.8,0.65,22
17.703,127.228,1.659,2.0475,0.0021,0.0021,8.883,2.94,0.42,0.021,1.68,0.525,0.0129759,4.8153,0.651,1.722,2.73,0.6762,16.08,7.02,11.48,0.014,403.2,87.2,28.2,3.44,18.16,0.336,0.16986,27.6,65.4,74.4,81.8,47.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,9.2976,1.192,0.06556,190.273,46.19,17.88,0.0745,7.599,0.54832,0.1087402,0.05811,27.267,35.611,42.465,26.3283,16.848,13.1872,3.0784,0.16016,216.736,72.176,20.176,7.6128,19.0528,1.64112,0.151008,4.472,27.04,38.688,60.112,29.0992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.854,9.324,0.0084,0.0084,14.364,2.772,2.436,0.084,8.022,4.2,0.049014,0.84,2.52,2.604,2.73,-6.6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,11.2375,0.0125,0.0125,49.25,15.625,2.5,0.0125,9.625,2.625,0.0798875,0.375,3.125,10.25,13.75,5.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.68,10.944,0,0.0152,177.08,66.272,12.464,0,13.8472,1.38928,0.1056856,1.064,19.76,33.44,47.12,21.356,5.7204,2.394,4.9266,0.07308,91.917,21.042,11.34,0.1197,6.426,0.08505,0.0525924,0.0063,15.246,16.884,18.396,12.789,62.5,86,80.6,12.46,116,1174,18.5,9.4,0.34,33
33.6,59.964,1.185,1.4625,0.0015,0.0015,6.345,2.1,0.3,0.015,1.2,0.375,0.0092685,3.4395,0.465,1.23,1.95,0.483,8.5224,3.7206,6.0844,0.00742,213.696,46.216,14.946,1.8232,9.6248,0.17808,0.0900258,14.628,34.662,39.432,43.354,25.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.042,30.5588,7.1336,0.37114,502.244,167.254,46.754,17.6412,44.1512,3.80298,0.349932,10.363,62.66,89.652,139.298,67.4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.667,9.102,0.0082,0.0082,14.022,2.706,2.378,0.082,7.831,4.1,0.047847,0.82,2.46,2.542,2.665,-6.4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.602,11.97,24.633,0.3654,459.585,105.21,56.7,0.5985,32.13,0.42525,0.262962,0.0315,76.23,84.42,91.98,63.945,55,95.3,83.2,9.82,,,34.1,16.8,0.68,24
25.98,119.926,1.106,1.365,0.0014,0.0014,5.922,1.96,0.28,0.014,1.12,0.35,0.0086506,3.2102,0.434,1.148,1.82,0.4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.8096,0.232,0.01276,37.033,8.99,3.48,0.0145,1.479,0.10643,0.0211642,0.01131,5.307,6.931,8.265,5.1272,22.113,17.3082,4.0404,0.21021,284.466,94.731,26.481,9.9918,25.0068,2.15397,0.198198,5.8695,35.49,50.778,78.897,38.1927,12.767,13.192,0.068,0.0493,137.53,36.72,14.45,0.119,12.92,1.9261,0.115039,0.306,19.72,25.16,32.47,19.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.854,9.324,0.0084,0.0084,14.364,2.772,2.436,0.084,8.022,4.2,0.049014,0.84,2.52,2.604,2.73,-6.6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.025,9.6193,0.0107,0.0107,42.158,13.375,2.14,0.0107,8.239,2.247,0.0683837,0.321,2.675,8.774,11.77,5.0718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.737,13.1325,10.659,0.02295,308.805,77.52,51.51,1.8615,21.1905,0.4743,0.197166,0.255,54.315,55.59,60.435,47.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1744,2.584,5.3176,0.07888,99.212,22.712,12.24,0.1292,6.936,0.0918,0.0567664,0.0068,16.456,18.224,19.856,13.804,65,86.8,80.5,12.24,116,1012,20.6,9.6,0.4,13
19.069,50.917,1.501,1.8525,0.0019,0.0019,8.037,2.66,0.38,0.019,1.52,0.475,0.0117401,4.3567,0.589,1.558,2.47,0.6118,3.3768,1.4742,2.4108,0.00294,84.672,18.312,5.922,0.7224,3.8136,0.06888,0.0356706,5.796,13.734,15.624,17.178,9.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.861,24.1554,5.6388,0.29337,397.002,132.207,36.957,13.9446,34.8996,3.00609,0.276606,8.1915,49.53,70.866,110.109,53.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6792,4.5136,0.0124,0,69.068,17.422,5.518,0,5.7908,0.42532,0.0429412,0.124,9.052,13.578,14.756,9.4798,8.041,9.546,0.0086,0.0086,14.706,2.838,2.494,0.086,8.213,4.3,0.050181,0.86,2.58,2.666,2.795,-6.8026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1372,15.542,31.9838,0.47444,596.731,136.606,73.62,0.7771,41.718,0.55215,0.3414332,0.0409,98.978,109.612,119.428,83.027,55.1,95.2,84.3,9.9,,,35.8,15,0.71,22
21.547,120.475,1.264,1.56,0.0016,0.0016,6.768,2.24,0.32,0.016,1.28,0.4,0.0098864,3.6688,0.496,1.312,2.08,0.5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,6.1152,0.784,0.04312,125.146,30.38,11.76,0.049,4.998,0.36064,0.0715204,0.03822,17.934,23.422,27.93,17.3166,21.384,16.8168,3.9072,0.20328,273.504,90.288,25.344,9.6624,24.1824,2.08296,0.1913736,5.676,34.32,48.84,75.504,36.8808,12.818,13.192,0.068,0.0493,137.53,36.72,14.45,0.119,13.124,1.9278,0.115039,0.306,19.72,25.16,32.47,19.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.423,6.438,0.0058,0.0058,9.918,1.914,1.682,0.058,5.539,2.9,0.033843,0.58,1.74,1.798,1.885,-4.5878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.025,9.6193,0.0107,0.0107,42.158,13.375,2.14,0.0107,8.239,2.247,0.0683837,0.214,2.675,8.774,11.77,5.0718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2694,4.1715,3.3858,0.00729,98.091,24.624,16.362,0.5913,6.7311,0.15066,0.0626292,0.081,17.253,17.658,19.197,15.1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.842,11.8244,0,0.0164,190.568,71.832,13.448,0,15.0224,1.5662,0.11398,1.148,21.32,36.244,49.856,22.796,4.086,1.71,3.519,0.0522,65.655,15.03,8.1,0.0855,4.59,0.06075,0.037566,0.0045,10.89,12.06,13.14,9.135,68.1,85.7,80.7,12.06,117,1006,11.8,10.2,0.39,13
11.668,82.133,3.555,4.3875,0.0045,0.0045,19.035,6.3,0.9,0.045,3.6,1.125,0.0278055,10.3185,1.395,3.69,5.85,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2284,14.4872,0.0398,0,221.686,55.919,17.711,0,18.5866,1.35917,0.1378274,0.398,29.054,43.581,47.362,30.447,6.545,7.77,0.007,0.007,11.97,2.31,2.03,0.07,6.685,3.5,0.040845,0.7,2.1,2.17,2.275,-5.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.425,16.0921,0.0179,0.0179,70.526,22.375,3.58,0.0179,13.783,3.759,0.1143989,0.358,4.475,14.678,19.69,8.4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3715,14.6363,0,0.0203,235.886,88.914,16.646,0,18.5948,1.93865,0.141085,1.421,26.39,44.863,61.712,28.217,27.5124,11.514,23.6946,0.35148,442.077,101.202,54.54,0.5757,30.906,0.40905,0.2529444,0.0303,73.326,81.204,88.476,61.509,65.1,93,87.2,12.31,116,1104,20.7,1.9,0.35,11
39.003,102.808,1.422,1.755,0.0018,0.0018,7.614,2.52,0.36,0.018,1.44,0.45,0.0111222,3.9312,0.558,1.476,2.34,0.5796,6.0075,2.64,3.93,0.00525,150.975,33.075,10.875,1.53,6.81,0.114,0.06366,6.9525,24.525,27.825,30.675,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,24.206,5.814,0.2888,393.68,129.96,36.48,14.136,34.884,2.9944,0.275462,7.904,49.4,70.3,108.68,53.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.854,9.324,0.0084,0.0084,14.364,2.772,2.436,0.084,8.022,4.2,0.049014,0.84,2.52,2.604,2.73,-6.6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175,2.6071,0.0029,0.0029,11.426,3.625,0.58,0.0029,2.233,0.609,0.0185339,0.087,0.725,2.378,3.19,1.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5912,15.732,32.3748,0.48024,604.026,138.276,74.52,0.7866,42.228,0.5589,0.3456072,0.0414,100.188,110.952,120.888,84.042,53.8,95.6,84,9.87,,,39.5,15.3,0.75,22
10.85,70.046,3.95,4.875,0.005,0.005,21.15,7,1,0.05,4,1.25,0.030895,10.92,1.55,4.1,6.5,1.61,0.801,0.352,0.524,0.0007,20.13,4.41,1.45,0.204,0.908,0.0152,0.008488,0.927,3.27,3.71,4.09,2.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5755,37.6467,9.0423,0.44916,612.276,202.122,56.736,21.9852,54.2538,4.65708,0.4284159,12.2928,76.83,109.335,169.026,82.5627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3375,2.775,0.0025,0.0025,4.275,0.825,0.725,0.025,2.3875,1.25,0.0145875,0.25,0.75,0.775,0.8125,-1.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.775,10.5183,0.0117,0.0117,46.098,14.625,2.34,0.0117,9.009,2.457,0.0747747,0.351,2.925,9.594,12.87,5.5458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8864,7.904,16.2656,0.24128,303.472,69.472,37.44,0.3952,21.216,0.2808,0.1736384,0.0208,50.336,55.744,60.736,42.224,61.5,91.9,81.8,9.85,,,24.2,22.4,0.68,24
10.581,84.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02,7.04,10.48,0.014,402.6,88.2,29,4.08,18.16,0.3,0.16976,18.54,65.4,74.2,81.8,47.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,6.7392,0.864,0.04752,137.916,33.48,12.96,0.054,5.508,0.39744,0.0788184,0.04212,19.764,25.812,30.78,19.0836,23.4255,18.5367,4.4523,0.22116,301.476,99.522,27.936,10.8252,26.7138,2.29308,0.2109459,6.0528,37.83,53.835,83.226,40.6527,11.9886,12.3384,0.0636,0.04611,128.631,34.344,13.515,0.1113,12.2748,1.80306,0.1075953,0.2862,18.444,23.532,30.369,18.5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.659,12.654,0.0114,0.0114,19.494,3.762,3.306,0.114,10.887,5.7,0.066519,1.14,3.42,3.534,3.705,-9.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6155,3.6771,0,0.0051,59.262,22.338,4.182,0,4.6716,0.48603,0.035445,0.357,6.63,11.271,15.504,7.0941,6.9916,2.9876,5.7827,0.07931,111.804,25.487,13.937,0.308,7.854,0.11627,0.0639793,0.00847,18.557,20.482,22.484,15.5386,61.3,86.9,80.6,12.66,116,1164,19.9,11.3,0.41,33
